date,channel,campaign_type,region,impressions,clicks,ctr_pct,spend_usd,qualified_leads,conversions,conversion_rate_pct,revenue_usd,roas,cpa_usd
2024-09-06,Organic Social,Retention,East,172860,10498,6.07,7253.98,1887,1507,14.36,71542.12,9.86,4.81
2024-09-06,Organic Search,Awareness,East,105123,4092,3.89,13424.91,417,117,2.86,15109.24,1.13,114.74
2024-09-07,Meta Ads,Conversion,West,13605,183,1.35,54.44,21,20,10.93,4440.76,81.57,2.72
2024-09-08,Google Ads,Awareness,West,53651,1635,3.05,3488.7,151,27,1.65,8155.16,2.34,129.21
2024-09-08,Meta Ads,Awareness,North,176033,11500,6.53,26283.8,1182,1391,12.1,351693.25,13.38,18.9
2024-09-08,LinkedIn,Consideration,South,198392,2452,1.24,4071.96,55,245,9.99,73189.41,17.97,16.62
2024-09-08,Email,Awareness,East,23658,334,1.41,288.81,23,17,5.09,717.65,2.48,16.99
2024-09-08,Organic Social,Consideration,North,189402,4250,2.24,4852.44,418,388,9.13,37715.01,7.77,12.51
2024-09-08,Organic Social,Consideration,South,27746,1309,4.72,2532.13,175,120,9.17,4895.14,1.93,21.1
2024-09-09,LinkedIn,Awareness,East,194414,10374,5.34,33528.92,1047,219,2.11,28132.73,0.84,153.1
2024-09-09,Organic Social,Retention,North,13770,884,6.42,321.38,71,109,12.33,42020.25,130.75,2.95
2024-09-09,Display,Retention,South,16390,314,1.92,263.39,28,14,4.46,1624.89,6.17,18.81
2024-09-09,Referral,Consideration,North,49014,1175,2.4,1878.38,74,118,10.04,42812.73,22.79,15.92
2024-09-09,LinkedIn,Consideration,East,224625,9287,4.13,29585.77,1731,1347,14.5,512325.62,17.32,21.96
2024-09-10,Google Ads,Retention,South,209054,7860,3.76,14077.53,895,797,10.14,228125.46,16.2,17.66
2024-09-10,LinkedIn,Awareness,North,133202,7128,5.35,17775.94,159,902,12.65,149246.59,8.4,19.71
2024-09-10,LinkedIn,Retention,West,33365,1266,3.79,1184.19,29,48,3.79,16627.74,14.04,24.67
2024-09-11,Organic Social,Consideration,East,226796,12781,5.64,21836.74,2493,1695,13.26,129002.34,5.91,12.88
2024-09-11,Display,Conversion,South,145600,9045,6.21,9065.9,541,660,7.3,188247.02,20.76,13.74
2024-09-12,Organic Social,Awareness,East,22569,1710,7.58,1079.28,282,187,10.94,27754.72,25.72,5.77
2024-09-12,Email,Conversion,West,80969,767,0.95,1672.57,23,18,2.35,6702.42,4.01,92.92
2024-09-13,Organic Social,Conversion,West,248579,12786,5.14,32705.71,2375,1599,12.51,99313.4,3.04,20.45
2024-09-13,Organic Search,Retention,South,41027,2047,4.99,7141.65,363,25,1.22,4033.11,0.56,285.67
2024-09-14,Google Ads,Awareness,West,193786,4609,2.38,1389.27,565,485,10.52,111307.84,80.12,2.86
2024-09-14,LinkedIn,Awareness,East,44758,2773,6.2,9481.82,59,78,2.81,12560.89,1.32,121.56
2024-09-15,Referral,Awareness,East,91661,6165,6.73,4672.59,409,548,8.89,137615.95,29.45,8.53
2024-09-15,LinkedIn,Conversion,East,163175,9560,5.86,17086.96,891,857,8.96,291028.62,17.03,19.94
2024-09-15,Email,Conversion,West,17763,1317,7.41,2969.92,135,71,5.39,22358.46,7.53,41.83
2024-09-16,Meta Ads,Retention,West,68870,1070,1.55,2710.4,78,100,9.35,39806.67,14.69,27.1
2024-09-17,Email,Conversion,South,176918,3090,1.75,7334.1,80,235,7.61,85838.66,11.7,31.21
2024-09-18,Organic Social,Retention,East,245907,12498,5.08,28083.99,1577,236,1.89,70608.48,2.51,119.0
2024-09-19,Meta Ads,Consideration,West,205696,12355,6.01,25071.78,1412,1110,8.98,221690.19,8.84,22.59
2024-09-20,Display,Consideration,North,27852,1975,7.09,1207.57,140,22,1.11,6969.17,5.77,54.89
2024-09-20,Google Ads,Awareness,West,66035,2220,3.36,6699.25,59,104,4.68,31157.95,4.65,64.42
2024-09-20,LinkedIn,Retention,South,8828,468,5.3,1109.05,93,12,2.56,1178.89,1.06,92.42
2024-09-20,Referral,Awareness,North,75202,4261,5.67,4740.16,454,80,1.88,23932.59,5.05,59.25
2024-09-20,Meta Ads,Retention,West,143440,6128,4.27,14008.52,956,662,10.8,166666.89,11.9,21.16
2024-09-21,Organic Social,Consideration,West,13556,637,4.7,566.86,64,66,10.36,18390.72,32.44,8.59
2024-09-21,Organic Search,Conversion,South,213015,16166,7.59,17315.4,448,781,4.83,205784.34,11.88,22.17
2024-09-23,Organic Social,Consideration,North,13787,570,4.13,1797.88,43,49,8.6,6008.67,3.34,36.69
2024-09-24,LinkedIn,Consideration,West,217998,8635,3.96,3873.58,670,1291,14.95,224367.34,57.92,3.0
2024-09-24,Referral,Awareness,North,77516,3700,4.77,10472.0,632,297,8.03,62001.67,5.92,35.26
2024-09-24,Referral,Retention,West,36778,2524,6.86,3864.1,347,218,8.64,22225.43,5.75,17.73
2024-09-24,Display,Awareness,North,90445,2886,3.19,3908.37,200,373,12.92,39567.82,10.12,10.48
2024-09-25,Organic Social,Retention,West,214754,16989,7.91,54089.46,3299,194,1.14,13860.2,0.26,278.81
2024-09-26,Organic Social,Retention,South,151011,7210,4.77,2867.57,561,900,12.48,128835.9,44.93,3.19
2024-09-27,Organic Search,Awareness,East,88276,2002,2.27,4057.58,399,99,4.95,4239.26,1.04,40.99
2024-09-27,Email,Consideration,North,143593,10267,7.15,27312.36,2046,112,1.09,32348.7,1.18,243.86
2024-09-27,Referral,Awareness,North,192772,6693,3.47,16247.97,364,443,6.62,25978.53,1.6,36.68
2024-09-27,Meta Ads,Conversion,West,213526,15067,7.06,12299.06,1149,2019,13.4,487999.62,39.68,6.09
2024-09-28,Organic Search,Awareness,South,163015,7191,4.41,4847.74,772,593,8.25,213353.19,44.01,8.17
2024-09-28,Display,Retention,East,146130,9444,6.46,4380.96,1317,599,6.34,214236.54,48.9,7.31
2024-09-29,Display,Consideration,North,204408,2640,1.29,2333.18,303,52,1.97,12222.57,5.24,44.87
2024-09-29,Meta Ads,Retention,South,66516,3027,4.55,8488.49,588,378,12.49,73205.04,8.62,22.46
2024-09-30,LinkedIn,Conversion,East,88457,5972,6.75,8043.16,897,561,9.39,211460.39,26.29,14.34
2024-10-01,Referral,Retention,East,233880,2159,0.92,7476.09,125,236,10.93,30605.57,4.09,31.68
2024-10-01,LinkedIn,Conversion,North,28377,1983,6.99,6259.07,77,73,3.68,2931.98,0.47,85.74
2024-10-03,Display,Conversion,North,206260,12685,6.15,9287.59,1825,210,1.66,83427.01,8.98,44.23
2024-10-03,Email,Awareness,West,28567,473,1.66,1319.79,22,29,6.13,1735.59,1.32,45.51
2024-10-03,Organic Search,Consideration,West,11304,459,4.06,1307.73,74,14,3.05,3490.17,2.67,93.41
2024-10-03,Display,Retention,East,96170,7364,7.66,17703.7,559,1039,14.11,305540.1,17.26,17.04
2024-10-04,Organic Social,Awareness,West,110848,7318,6.6,13460.48,576,709,9.69,154468.62,11.48,18.99
2024-10-05,Email,Conversion,South,39542,727,1.84,399.36,15,70,9.63,7354.42,18.42,5.71
2024-10-05,Organic Search,Awareness,South,202393,3129,1.55,5080.34,457,173,5.53,49037.24,9.65,29.37
2024-10-06,Meta Ads,Conversion,West,220234,5626,2.55,11092.06,227,517,9.19,88921.83,8.02,21.45
2024-10-06,Meta Ads,Retention,West,28648,1636,5.71,2885.03,260,86,5.26,12124.04,4.2,33.55
2024-10-06,Google Ads,Awareness,South,186172,14308,7.69,47296.46,1552,1636,11.43,431714.95,9.13,28.91
2024-10-06,Referral,Consideration,North,101019,3396,3.36,2075.62,547,475,13.99,60063.66,28.94,4.37
2024-10-06,Meta Ads,Retention,West,91795,4169,4.54,7826.51,521,204,4.89,12077.63,1.54,38.37
2024-10-07,Organic Search,Conversion,East,168399,13194,7.83,25042.45,459,356,2.7,65723.68,2.62,70.34
2024-10-09,LinkedIn,Conversion,West,16205,408,2.52,108.67,64,44,10.78,4873.97,44.85,2.47
2024-10-09,LinkedIn,Consideration,East,48732,2138,4.39,1174.93,69,242,11.32,79384.12,67.56,4.86
2024-10-09,Meta Ads,Awareness,West,211846,3133,1.48,5381.2,332,88,2.81,30284.86,5.63,61.15
2024-10-09,Display,Retention,North,90436,1495,1.65,1769.8,76,194,12.98,30345.4,17.15,9.12
2024-10-10,LinkedIn,Consideration,South,213347,13394,6.28,12834.18,2081,362,2.7,53147.69,4.14,35.45
2024-10-10,LinkedIn,Awareness,South,54879,3634,6.62,9500.98,668,127,3.49,9711.1,1.02,74.81
2024-10-10,Organic Social,Conversion,North,141570,4260,3.01,3825.85,510,406,9.53,133221.86,34.82,9.42
2024-10-10,Referral,Awareness,East,31819,946,2.97,657.98,108,62,6.55,16177.16,24.59,10.61
2024-10-11,Referral,Awareness,West,142103,9417,6.63,15390.18,1483,921,9.78,95447.08,6.2,16.71
2024-10-11,Google Ads,Awareness,West,207514,13261,6.39,3323.29,277,248,1.87,24927.26,7.5,13.4
2024-10-12,Organic Social,Consideration,West,14168,344,2.43,1059.37,63,28,8.14,9315.99,8.79,37.83
2024-10-12,Referral,Consideration,North,100665,7067,7.02,13782.17,392,1011,14.31,66075.79,4.79,13.63
2024-10-12,Referral,Awareness,North,53511,3888,7.27,10005.47,766,276,7.1,65360.3,6.53,36.25
2024-10-12,Email,Awareness,North,30372,1441,4.74,1058.71,219,132,9.16,24780.38,23.41,8.02
2024-10-14,LinkedIn,Consideration,West,243297,12552,5.16,4097.98,2000,1404,11.19,288636.3,70.43,2.92
2024-10-14,LinkedIn,Consideration,North,248236,15201,6.12,10044.15,2099,1317,8.66,486392.34,48.43,7.63
2024-10-15,Display,Consideration,East,241440,9913,4.11,33905.31,1039,852,8.59,305730.33,9.02,39.79
2024-10-15,Email,Consideration,West,157456,4289,2.72,9952.87,527,80,1.87,2468.77,0.25,124.41
2024-10-15,Referral,Conversion,East,24810,1679,6.77,5131.54,47,68,4.05,8095.55,1.58,75.46
2024-10-15,Display,Conversion,East,75910,4242,5.59,11140.6,561,330,7.78,73420.32,6.59,33.76
2024-10-16,Display,Consideration,East,237034,6961,2.94,16512.09,923,351,5.04,57491.94,3.48,47.04
2024-10-16,Meta Ads,Consideration,North,155158,6486,4.18,22465.66,1170,466,7.18,24613.93,1.1,48.21
2024-10-18,Email,Consideration,South,71093,638,0.9,1017.26,70,18,2.82,6440.24,6.33,56.51
2024-10-19,Organic Search,Awareness,East,70794,3945,5.57,4552.21,133,451,11.43,91802.0,20.17,10.09
2024-10-20,Organic Social,Conversion,South,47891,3002,6.27,6210.03,225,65,2.17,16100.19,2.59,95.54
2024-10-20,Referral,Awareness,West,229884,5624,2.45,13859.77,776,474,8.43,180040.89,12.99,29.24
2024-10-21,Display,Consideration,South,191987,12660,6.59,9678.41,798,1683,13.29,89834.75,9.28,5.75
2024-10-22,Google Ads,Conversion,North,105417,1116,1.06,3372.77,78,156,13.98,49522.31,14.68,21.62
2024-10-24,Referral,Conversion,North,58909,731,1.24,1213.28,122,42,5.75,3582.24,2.95,28.89
2024-10-25,Organic Search,Consideration,North,10410,152,1.46,335.62,19,16,10.53,5913.21,17.62,20.98
2024-10-27,Organic Search,Retention,South,215097,12376,5.75,29299.26,1380,1214,9.81,58016.11,1.98,24.13
2024-10-27,Display,Consideration,East,51099,3533,6.91,4685.56,273,87,2.46,6653.57,1.42,53.86
2024-10-28,Meta Ads,Consideration,North,33803,1919,5.68,5410.03,290,90,4.69,34771.03,6.43,60.11
2024-10-28,Display,Awareness,North,7011,262,3.74,403.5,18,21,8.02,7339.84,18.19,19.21
2024-10-29,LinkedIn,Consideration,East,188399,6466,3.43,3032.39,987,506,7.83,108730.69,35.86,5.99
2024-10-29,Email,Consideration,North,53456,2020,3.78,4659.35,65,121,5.99,25421.84,5.46,38.51
2024-10-30,LinkedIn,Awareness,West,184526,9987,5.41,10088.52,1753,937,9.38,37896.63,3.76,10.77
2024-10-30,Referral,Consideration,South,37174,487,1.31,590.86,53,42,8.62,14623.48,24.75,14.07
2024-10-30,Display,Consideration,East,119586,7153,5.98,7059.36,707,708,9.9,183589.15,26.01,9.97
2024-10-30,Email,Conversion,West,57142,4569,8.0,15956.2,593,365,7.99,75723.37,4.75,43.72
2024-10-30,Display,Conversion,West,40292,2540,6.3,3224.65,336,63,2.48,17562.44,5.45,51.18
2024-10-31,Organic Search,Consideration,South,247700,17704,7.15,18453.88,774,516,2.91,154386.33,8.37,35.76
2024-10-31,Email,Retention,North,216722,5309,2.45,11542.06,828,791,14.9,59930.6,5.19,14.59
2024-11-01,LinkedIn,Conversion,North,48056,2203,4.58,7309.04,153,122,5.54,11358.09,1.55,59.91
2024-11-02,Email,Awareness,South,100648,3669,3.65,10379.98,671,58,1.58,6112.59,0.59,178.97
2024-11-02,Meta Ads,Conversion,West,245225,10206,4.16,14863.01,1706,1227,12.02,431487.25,29.03,12.11
2024-11-03,Organic Search,Conversion,South,173455,7802,4.5,3027.39,642,1018,13.05,270980.94,89.51,2.97
2024-11-03,LinkedIn,Retention,North,91516,3763,4.11,5583.37,622,142,3.77,19549.11,3.5,39.32
2024-11-04,Email,Conversion,West,23322,1108,4.75,3663.45,93,90,8.12,19823.76,5.41,40.7
2024-11-05,Meta Ads,Awareness,West,14283,626,4.38,1408.23,23,13,2.08,5039.15,3.58,108.33
2024-11-05,LinkedIn,Conversion,North,19849,333,1.68,386.16,64,30,9.01,2249.82,5.83,12.87
2024-11-06,Organic Social,Conversion,North,139393,9011,6.46,5994.73,1238,1027,11.4,149928.26,25.01,5.84
2024-11-07,Organic Social,Awareness,East,157155,11029,7.02,21463.8,1126,1284,11.64,54129.56,2.52,16.72
2024-11-07,Meta Ads,Conversion,East,59189,1198,2.02,3307.89,109,164,13.69,63813.26,19.29,20.17
2024-11-08,Meta Ads,Awareness,West,239363,12466,5.21,3861.41,977,954,7.65,57568.15,14.91,4.05
2024-11-09,Email,Consideration,North,27054,1215,4.49,3484.57,238,162,13.33,35981.27,10.33,21.51
2024-11-09,LinkedIn,Conversion,South,178489,6693,3.75,9583.35,296,396,5.92,32629.76,3.4,24.2
2024-11-09,Meta Ads,Conversion,South,160331,8637,5.39,13840.55,662,152,1.76,30634.11,2.21,91.06
2024-11-10,Google Ads,Retention,North,181168,11533,6.37,7220.0,1238,1306,11.32,287826.55,39.87,5.53
2024-11-11,Google Ads,Consideration,South,73673,5185,7.04,6986.06,549,724,13.96,201644.34,28.86,9.65
2024-11-11,Email,Retention,West,173490,2850,1.64,4214.66,298,140,4.91,49644.64,11.78,30.1
2024-11-11,Organic Search,Consideration,South,82842,1425,1.72,951.81,73,124,8.7,46074.98,48.41,7.68
2024-11-12,Referral,Conversion,North,234718,10353,4.41,9606.67,477,381,3.68,87064.02,9.06,25.21
2024-11-12,Organic Search,Consideration,West,187170,9832,5.25,33185.47,647,524,5.33,154082.86,4.64,63.33
2024-11-12,Meta Ads,Consideration,East,130438,8653,6.63,3827.44,1597,954,11.03,363315.11,94.92,4.01
2024-11-13,Email,Awareness,West,81975,4215,5.14,13351.71,170,50,1.19,14958.33,1.12,267.03
2024-11-13,Organic Social,Retention,West,221823,13467,6.07,27931.65,2105,749,5.56,167057.98,5.98,37.29
2024-11-13,Meta Ads,Retention,East,234010,10886,4.65,7965.36,1702,563,5.17,158534.91,19.9,14.15
2024-11-14,Referral,Conversion,West,72411,5351,7.39,6872.57,886,456,8.52,29750.4,4.33,15.07
2024-11-15,Display,Consideration,East,203241,10310,5.07,22811.04,1851,1052,10.2,410210.22,17.98,21.68
2024-11-16,Email,Consideration,East,152796,9718,6.36,23310.64,654,1247,12.83,165728.17,7.11,18.69
2024-11-16,Organic Search,Consideration,West,191762,7965,4.15,26015.03,481,1070,13.43,195896.85,7.53,24.31
2024-11-17,Organic Social,Retention,West,141535,7422,5.24,11778.47,770,821,11.06,311785.92,26.47,14.35
2024-11-18,Display,Consideration,East,73803,5800,7.86,10861.86,392,404,6.97,17683.9,1.63,26.89
2024-11-18,Google Ads,Consideration,North,16190,1195,7.38,955.34,181,162,13.56,50603.21,52.97,5.9
2024-11-18,Email,Awareness,South,229977,4982,2.17,8474.06,669,67,1.34,13246.5,1.56,126.48
2024-11-19,Organic Social,Retention,North,92960,6414,6.9,6588.55,1138,621,9.68,238998.79,36.27,10.61
2024-11-20,LinkedIn,Awareness,South,153586,7110,4.63,11001.25,248,991,13.94,35343.93,3.21,11.1
2024-11-20,Referral,Awareness,South,114869,2144,1.87,862.0,396,269,12.55,51394.68,59.62,3.2
2024-11-20,Organic Social,Consideration,North,98547,1628,1.65,4112.98,118,93,5.71,20104.4,4.89,44.23
2024-11-21,Email,Consideration,South,146521,10095,6.89,20776.18,1093,703,6.96,135585.31,6.53,29.55
2024-11-21,Email,Conversion,West,157458,9205,5.85,13153.48,910,757,8.22,112768.18,8.57,17.38
2024-11-22,Organic Social,Awareness,West,144076,6311,4.38,11542.23,989,560,8.87,109889.69,9.52,20.61
2024-11-22,LinkedIn,Retention,West,142924,9769,6.84,29635.27,934,1434,14.68,531760.52,17.94,20.67
2024-11-22,Organic Social,Consideration,East,96088,7418,7.72,5949.87,1408,198,2.67,20974.42,3.53,30.05
2024-11-23,Organic Search,Consideration,East,165211,6502,3.94,20917.1,1186,879,13.52,334460.38,15.99,23.8
2024-11-24,Organic Social,Consideration,South,18140,253,1.39,835.26,44,31,12.25,7499.56,8.98,26.94
2024-11-25,LinkedIn,Awareness,North,24337,1404,5.77,1244.23,46,14,1.0,2433.34,1.96,88.87
2024-11-25,Organic Social,Awareness,East,229448,13051,5.69,40277.07,2267,1727,13.23,615925.17,15.29,23.32
2024-11-26,Organic Social,Consideration,West,167002,12129,7.26,19227.93,1949,1034,8.53,388894.83,20.23,18.6
2024-11-26,Organic Social,Conversion,West,25219,1606,6.37,2877.81,62,174,10.83,8677.02,3.02,16.54
2024-11-26,Meta Ads,Consideration,West,158741,3682,2.32,5073.62,144,107,2.91,42728.73,8.42,47.42
2024-12-01,Google Ads,Consideration,South,84003,2290,2.73,6023.3,87,105,4.59,40915.28,6.79,57.36
2024-12-02,Referral,Consideration,East,16120,1002,6.22,1105.24,22,146,14.57,49515.88,44.8,7.57
2024-12-03,Organic Search,Conversion,East,186211,2806,1.51,3479.32,333,52,1.85,15836.51,4.55,66.91
2024-12-03,Organic Search,Retention,West,207750,6936,3.34,19338.49,1353,419,6.04,108494.34,5.61,46.15
2024-12-03,Meta Ads,Awareness,North,156426,9553,6.11,25789.62,945,1039,10.88,289826.69,11.24,24.82
2024-12-04,LinkedIn,Awareness,South,145641,3108,2.13,10225.25,364,330,10.62,42653.37,4.17,30.99
2024-12-04,Referral,Awareness,East,155667,11708,7.52,5176.04,2274,959,8.19,369484.18,71.38,5.4
2024-12-05,Google Ads,Retention,North,74286,4205,5.66,11323.84,277,235,5.59,59720.29,5.27,48.19
2024-12-05,Referral,Conversion,South,51733,3949,7.63,10282.23,689,479,12.13,178319.19,17.34,21.47
2024-12-05,LinkedIn,Retention,West,246125,11908,4.84,36763.72,1409,1772,14.88,353275.16,9.61,20.75
2024-12-05,Google Ads,Awareness,South,183847,10458,5.69,25594.3,1281,1359,12.99,407439.14,15.92,18.83
2024-12-06,Email,Retention,North,213944,8096,3.78,22324.03,662,806,9.96,118284.36,5.3,27.7
2024-12-07,Organic Search,Consideration,West,135576,5946,4.39,17076.69,719,143,2.4,47586.28,2.79,119.42
2024-12-07,Google Ads,Conversion,North,45583,2793,6.13,3230.24,92,128,4.58,20829.31,6.45,25.24
2024-12-07,Email,Conversion,East,27207,2169,7.97,6223.8,341,144,6.64,10903.62,1.75,43.22
2024-12-07,LinkedIn,Awareness,North,31086,1527,4.91,834.06,108,49,3.21,6895.37,8.27,17.02
2024-12-07,LinkedIn,Retention,West,64500,3828,5.93,8009.71,688,78,2.04,30591.62,3.82,102.69
2024-12-08,Display,Conversion,West,146559,11248,7.67,10278.44,969,1361,12.1,489521.79,47.63,7.55
2024-12-09,LinkedIn,Consideration,East,138623,10579,7.63,34528.84,483,1580,14.94,177346.51,5.14,21.85
2024-12-09,Organic Search,Consideration,South,92896,968,1.04,1886.6,140,135,13.95,16791.92,8.9,13.97
2024-12-10,Organic Search,Conversion,West,134350,4007,2.98,11652.49,198,394,9.83,69834.66,5.99,29.57
2024-12-10,LinkedIn,Consideration,South,168730,12418,7.36,25562.24,1933,354,2.85,12538.48,0.49,72.21
2024-12-11,Referral,Consideration,West,218981,15527,7.09,48854.16,3016,1992,12.83,555525.79,11.37,24.53
2024-12-11,Organic Social,Conversion,West,220938,1928,0.87,1830.47,309,84,4.36,4098.94,2.24,21.79
2024-12-11,Referral,Awareness,East,138663,6713,4.84,7635.25,161,766,11.41,71784.21,9.4,9.97
2024-12-11,Organic Social,Conversion,West,101111,3883,3.84,7533.95,496,534,13.75,20956.35,2.78,14.11
2024-12-11,Organic Social,Awareness,South,192187,14522,7.56,11630.5,2108,1743,12.0,302028.85,25.97,6.67
2024-12-11,Organic Social,Conversion,South,219369,11133,5.08,37832.08,1876,412,3.7,20855.17,0.55,91.83
2024-12-13,Referral,Retention,West,127232,2272,1.79,7528.6,68,158,6.95,55515.6,7.37,47.65
2024-12-13,Organic Search,Retention,West,54847,3168,5.78,10140.92,337,443,13.98,121208.28,11.95,22.89
2024-12-13,Google Ads,Awareness,North,166458,12596,7.57,11122.44,1465,573,4.55,108563.74,9.76,19.41
2024-12-14,Email,Consideration,South,131688,8288,6.29,26509.66,418,846,10.21,206373.92,7.78,31.34
2024-12-14,Display,Retention,East,111022,951,0.86,2894.42,74,25,2.63,5366.76,1.85,115.78
2024-12-14,Organic Search,Awareness,East,71707,1094,1.53,284.67,108,134,12.25,29157.04,102.42,2.12
2024-12-14,LinkedIn,Conversion,South,198016,2780,1.4,6550.63,472,315,11.33,44053.19,6.73,20.8
2024-12-14,Email,Conversion,East,234416,18287,7.8,9136.63,3425,288,1.57,100083.28,10.95,31.72
2024-12-15,LinkedIn,Retention,East,200161,7125,3.56,3672.36,948,173,2.43,18037.63,4.91,21.23
2024-12-16,Google Ads,Consideration,North,5781,219,3.79,514.97,19,22,10.05,6840.21,13.28,23.41
2024-12-17,LinkedIn,Retention,South,110487,7623,6.9,13361.38,501,324,4.25,31708.83,2.37,41.24
2024-12-17,Meta Ads,Consideration,North,201749,5902,2.93,2438.69,1161,486,8.23,93971.24,38.53,5.02
2024-12-19,Meta Ads,Awareness,East,187024,11268,6.02,24575.07,2219,716,6.35,212955.88,8.67,34.32
2024-12-20,Google Ads,Conversion,South,235363,6683,2.84,8747.55,1246,914,13.68,93364.0,10.67,9.57
2024-12-20,Email,Awareness,South,142416,7097,4.98,2016.29,1145,889,12.53,145082.31,71.96,2.27
2024-12-20,Meta Ads,Retention,North,59245,2963,5.0,9307.15,233,55,1.86,17491.02,1.88,169.22
2024-12-22,Display,Conversion,West,52093,2106,4.04,6480.79,351,296,14.06,85780.21,13.24,21.89
2024-12-22,Referral,Consideration,South,173048,9723,5.62,25006.06,909,511,5.26,32512.03,1.3,48.94
2024-12-22,Google Ads,Retention,West,43392,1549,3.57,629.36,122,144,9.3,53958.8,85.74,4.37
2024-12-23,Email,Awareness,South,5276,301,5.71,385.65,46,10,3.32,837.33,2.17,38.56
2024-12-24,Meta Ads,Consideration,West,195237,4037,2.07,12338.14,138,421,10.43,110792.37,8.98,29.31
2024-12-24,Organic Search,Retention,North,44901,3560,7.93,3081.28,102,151,4.24,17346.21,5.63,20.41
2024-12-25,Organic Social,Consideration,West,162584,8115,4.99,18348.09,816,363,4.47,125480.04,6.84,50.55
2024-12-25,Referral,Awareness,East,42823,2427,5.67,5417.82,243,344,14.17,77198.66,14.25,15.75
2024-12-25,Organic Search,Conversion,North,170593,4634,2.72,1835.64,839,316,6.82,12010.8,6.54,5.81
2024-12-25,Meta Ads,Conversion,North,137970,7814,5.66,23527.85,333,362,4.63,55821.3,2.37,64.99
2024-12-25,Organic Social,Awareness,South,17109,1152,6.73,1778.96,48,25,2.17,1505.54,0.85,71.16
2024-12-26,Organic Search,Conversion,West,23800,920,3.87,2906.25,42,100,10.87,5838.77,2.01,29.06
2024-12-26,LinkedIn,Consideration,East,149063,6229,4.18,11474.31,157,652,10.47,178010.11,15.51,17.6
2024-12-29,Meta Ads,Awareness,West,49629,1072,2.16,1977.83,35,59,5.5,2030.17,1.03,33.52
2024-12-29,Organic Search,Retention,East,130074,7653,5.88,25984.68,1062,894,11.68,72237.21,2.78,29.07
2024-12-30,Organic Search,Retention,West,21288,999,4.69,541.69,97,129,12.91,37346.08,68.94,4.2
2024-12-30,Organic Social,Conversion,East,49789,418,0.84,168.31,65,23,5.5,890.77,5.29,7.32
2024-12-30,Display,Conversion,South,105318,8324,7.9,11830.24,1653,832,10.0,326416.41,27.59,14.22
2024-12-30,Display,Consideration,East,208196,7244,3.48,15494.08,1004,394,5.44,28607.41,1.85,39.33
2024-12-31,Organic Social,Consideration,North,13259,278,2.1,926.25,8,3,1.08,811.63,0.88,308.75
2025-01-01,Display,Retention,East,179023,13994,7.82,13299.58,543,1946,13.91,416394.96,31.31,6.83
2025-01-01,Email,Conversion,East,131060,6708,5.12,11838.8,1197,770,11.48,307810.91,26.0,15.38
2025-01-01,Organic Search,Awareness,East,64871,3681,5.67,6715.14,423,92,2.5,28819.1,4.29,72.99
2025-01-01,Display,Consideration,South,79071,873,1.1,1921.4,147,90,10.31,20250.77,10.54,21.35
2025-01-02,Organic Search,Retention,North,76155,689,0.9,201.15,120,41,5.95,14450.48,71.84,4.91
2025-01-03,Organic Search,Consideration,West,163806,5712,3.49,12628.3,1068,769,13.46,182961.1,14.49,16.42
2025-01-03,Display,Awareness,South,205410,13960,6.8,36680.97,2665,1537,11.01,74313.33,2.03,23.87
2025-01-03,Meta Ads,Awareness,South,25538,848,3.32,1915.02,101,55,6.49,15257.45,7.97,34.82
2025-01-03,Referral,Conversion,North,195747,4259,2.18,10931.79,346,565,13.27,211910.49,19.38,19.35
2025-01-04,Email,Retention,West,128053,3711,2.9,11025.77,716,241,6.49,82976.74,7.53,45.75
2025-01-05,Organic Social,Awareness,North,141554,10674,7.54,26999.84,1265,803,7.52,221380.85,8.2,33.62
2025-01-05,Google Ads,Retention,North,99754,2376,2.38,3960.75,74,97,4.08,10821.52,2.73,40.83
2025-01-05,Organic Search,Conversion,West,100998,6607,6.54,5827.08,896,462,6.99,78305.7,13.44,12.61
2025-01-06,Organic Social,Consideration,West,158504,11367,7.17,30782.82,1429,933,8.21,258233.23,8.39,32.99
2025-01-06,LinkedIn,Retention,South,144251,8211,5.69,10582.9,1488,882,10.74,197838.72,18.69,12.0
2025-01-07,Google Ads,Awareness,South,95102,5831,6.13,2768.26,802,753,12.91,53901.84,19.47,3.68
2025-01-07,LinkedIn,Retention,West,187721,3013,1.61,4716.42,249,164,5.44,27334.66,5.8,28.76
2025-01-07,LinkedIn,Conversion,South,93668,3525,3.76,3705.44,683,104,2.95,11067.44,2.99,35.63
2025-01-07,Referral,Retention,South,154817,4499,2.91,10836.54,739,60,1.33,10855.29,1.0,180.61
2025-01-07,Organic Social,Consideration,North,206465,14564,7.05,4330.51,1943,1913,13.14,64549.1,14.91,2.26
2025-01-07,Meta Ads,Consideration,West,148016,2518,1.7,2125.04,183,34,1.35,13391.01,6.3,62.5
2025-01-08,LinkedIn,Conversion,East,241460,12010,4.97,3434.92,1047,273,2.27,44211.07,12.87,12.58
2025-01-08,Meta Ads,Awareness,South,160394,9444,5.89,11839.07,1327,682,7.22,208100.66,17.58,17.36
2025-01-08,Organic Search,Consideration,South,104441,5302,5.08,5711.62,174,130,2.45,27584.52,4.83,43.94
2025-01-08,Email,Retention,West,208058,6308,3.03,2135.65,417,185,2.93,54078.6,25.32,11.54
